metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1789309136.3001,elite,8758.0369515258,1787445867.3735,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789260729,1789309182.8593,8642,socks5,45.74.31.30:8642,True,9138.1325721741,2042,7705,20.950035908485,45.74.31.30
True,1789309182.8512,elite,11466.585211153,1776088064.9031,AS31898 Oracle Corporation,ORACLE-BMC-31898,Seoul,Asia,AS,South Korea,KR,,True,Oracle Corporation,37.5985,126.9783,False,Oracle Cloud Infrastructure (ap-seoul-1),True,Seoul,success,Asia/Seoul,02878,1788786882,1789309182.8512,14785,socks4,146.56.191.98:14785,True,10763.862609863,91380,340327,21.167134190551,146.56.191.98
True,1789309077.8636,elite,9436.981842945,1778117738.3479,AS215467 Skhron,Skhron,Łęczyca,Europe,EU,Poland,PL,,False,Skhron OU,51.9194,19.1451,False,Skhron OU,True,Łódź Voivodeship,success,Europe/Warsaw,99-100,1789252767,1789309182.8362,22,socks5,88.218.206.170:22,True,14340.442419052,87920,75860,53.681768225669,88.218.206.170
True,1789309182.7864,elite,1111.1834486128,1776078373.0006,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1789039947,1789309182.7864,17002,socks5,192.111.130.5:17002,True,908.01310539246,86903,78796,52.446303236592,192.111.130.5
True,1789309182.782,elite,2735.2097773723,1776079412.3624,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Baton Rouge,North America,,United States,US,,False,Cox Communications Inc.,30.4588,-91.0581,False,Cox Communications Inc.,True,Louisiana,success,America/Chicago,70815,1788780807,1789309182.782,4145,socks5,174.64.199.82:4145,True,8200.3436088562,125842,78757,61.506654480227,174.64.199.82
True,1789309182.7655,elite,2511.6841120185,1783269364.3709,AS196815 LAN servis s.r.o.,LANSERVIS-AS,Přerov,Europe,EU,Czechia,CZ,,False,LAN servis s.r.o,49.4137,17.5032,False,LANservis s.r.o,True,Olomouc Region,success,Europe/Prague,750 02,1788712933,1789309182.7655,1080,socks4,109.69.211.18:1080,True,3982.2070598602,168133,141546,54.292670797826,109.69.211.18
True,1789309149.5344,elite,3032.8208078274,1710540276.2608,AS5769 Videotron Ltee,VIDEOTRON,Montreal,North America,,Canada,CA,,False,Videotron Ltee,45.518,-73.6048,False,Videotron Ltee,True,Quebec,success,America/Toronto,H2V,1788913728,1789309182.6054,5678,socks4,45.73.0.118:5678,True,7657.968044281,402750,1057491,27.581063673736,45.73.0.118
True,1789309182.5075,transparent,5854.9757732273,1784266203.5871,AS9341 PT INDONESIA COMNETS PLUS,ICONPLN-ID-AP-ISP,East Jakarta,Asia,AS,Indonesia,ID,,False,PT. Indonesia Comnets Plus,-6.2298,106.9134,False,,True,Jakarta,success,Asia/Jakarta,13450,1789102303,1789309182.5075,80,http,103.145.149.226:80,False,2197.6253986359,11065,32626,25.325581927628,103.145.149.226
True,1789309182.4361,elite,3108.379267276,1776084105.1478,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,"COGETEL Co., Ltd",11.5583,104.9121,False,Azcom,True,Phnom Penh,success,Asia/Phnom_Penh,,1788786204,1789309182.4361,1080,socks5,103.239.52.100:1080,True,4382.2753429413,74595,102334,42.160979828067,103.239.52.100
True,1789309005.2413,elite,6703.9069997182,1789160532.3528,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789158337,1789309182.4202,15277,socks5,45.74.31.42:15277,True,1410.6523990631,1641,993,62.300683371298,45.74.31.42
True,1789309182.4102,elite,1069.162137556,1710603928.0138,AS9341 PT INDONESIA COMNETS PLUS,ICONPLN-ID-AP-ISP,Pamulang,Asia,AS,Indonesia,ID,,False,PT Indonesia Comnets Plus,-6.33751,106.796,False,,True,West Java,success,Asia/Jakarta,15417,1789053339,1789309182.4102,1080,socks4,202.162.219.12:1080,True,913.09213638306,93395,842728,9.9767872384291,202.162.219.12
True,1789306871.5012,elite,2584.685710209,1776079296.0536,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1788780294,1789309182.3965,4145,socks5,184.181.217.206:4145,True,2045.1285839081,165971,65749,71.625668910754,184.181.217.206
True,1789309100.0985,elite,1871.9293140181,1710634251.4411,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,Alibaba Cloud (Singapore) Private Limited,1.35208,103.82,False,Alibaba.com Singapore E-Commerce Private Limited,True,North West,success,Asia/Singapore,858877,1788918549,1789309182.3891,80,http,8.219.97.248:80,False,5155.2636623383,737509,378715,66.07177412419,8.219.97.248
True,1789309100.2954,anonymous,5882.3387031501,1785268885.149,AS274159 GURYFOY GLOBAL SRL,GURYFOY GLOBAL SRL,Los Alcarrizos,North America,,Dominican Republic,DO,,False,Guryfoy Global SRL,18.5189,-70.0174,False,Guryfoy Global SRL,True,Santo Domingo Province,success,America/Santo_Domingo,10801,1788896282,1789309182.3097,999,http,38.75.209.14:999,False,3323.0042457581,7714,26932,22.265196559487,38.75.209.14
True,1789308778.6336,elite,10030.847112689,1787802815.552,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789011249,1789309182.2614,7765,socks5,45.74.31.30:7765,True,10216.959238052,452,6735,6.2891331570892,45.74.31.30
True,1789309156.0135,elite,4038.0585890376,1789064211.9151,AS63949 Akamai Connected Cloud,AKAMAI-LINODE-AP,Tokyo,Asia,AS,Japan,JP,,True,"Akamai Technologies, Inc.",35.6893,139.6899,False,"Akamai Technologies, Inc.",False,Tokyo,success,Asia/Tokyo,151-0053,1789063236,1789309182.2104,3128,http,172.237.11.129:3128,False,1737.535238266,3594,340,91.357397051347,172.237.11.129
True,1789309182.2076,elite,7905.0786917189,1787423573.2709,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789307248,1789309182.2076,8000,socks5,45.74.31.30:8000,True,5742.2859668732,680,9077,6.9693553346315,45.74.31.30
True,1789309182.1558,elite,3157.1194820302,1787877166.881,AS24550 Websurfer Nepal Internet Service Provider,WEBSURFERNP-AS-NP,Kathmandu,Asia,AS,Nepal,NP,Koteshwor,False,Websurfer Nepal Communication System Pvt. Ltd,27.6856,85.346,False,Websurfer Nepal Communication System Pvt. Ltd,True,Bagmati Province,success,Asia/Kathmandu,,1789083351,1789309182.1558,1080,socks4,116.90.234.106:1080,True,3902.5950431824,49370,36602,57.425673475085,116.90.234.106
True,1789309170.416,elite,9212.4055684717,1789210281.4246,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789209031,1789309182.1252,7025,socks5,45.74.31.30:7025,True,11722.994804382,433,684,38.76454789615,45.74.31.30
True,1789309182.1148,elite,7267.2154485134,1789305625.9919,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789305148,1789309182.1148,11581,socks5,45.74.31.30:11581,True,7853.5549640656,57,11,83.823529411765,45.74.31.30
True,1789309006.7573,transparent,5697.203947116,1788532908.2509,AS150964 PT Level Indodata Teknologi,IDNIC-LIT-AS-ID,Randudongkal,Asia,AS,Indonesia,ID,,False,PT Level Indodata Teknologi,-7.0981,109.324,False,PT Level Indodata Teknologi,True,Central Java,success,Asia/Jakarta,,1789134402,1789309182.0208,8182,http,103.231.236.133:8182,False,5126.2755393982,1214,4222,22.33259749816,103.231.236.133
True,1789309182.0203,elite,5921.6586114031,1789129008.3207,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789125762,1789309182.0203,10887,socks5,45.74.31.42:10887,True,3641.7791843414,904,1457,38.288860652266,45.74.31.42
True,1789309181.9694,elite,5252.389272054,1789292199.1621,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1789291723,1789309181.9694,32203,http,174.138.165.213:32203,False,4961.0152244568,6,86,6.5217391304348,174.138.165.213
True,1789309181.8818,elite,6846.7930034056,1789211480.0755,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789209031,1789309181.8818,10896,socks5,45.74.31.42:10896,True,3546.8831062317,590,771,43.350477590007,45.74.31.42
True,1789309145.663,elite,4462.545718711,1788261852.5402,"AS20473 The Constant Company, LLC",AS-VULTR,Singapore,Asia,AS,Singapore,SG,Pioneer,True,SGP VULTR,1.32123,103.695,False,,False,South West,success,Asia/Singapore,627753,1788865016,1789309181.8484,1080,socks4,66.42.62.185:1080,True,2912.4524593353,17499,30897,36.157946937763,66.42.62.185
True,1789309021.726,elite,5799.5327562094,1789236507.742,AS50187 BaikalWestCom Ltd,BWC,Irkutsk,Europe,EU,Russia,RU,,False,BaikalWestCom Ltd,52.2984,104.2903,False,BaikalWestCom,False,Irkutsk Oblast,success,Asia/Irkutsk,664000,1789233338,1789309181.8289,8080,http,185.234.228.76:8080,False,3966.109752655,192,387,33.160621761658,185.234.228.76
True,1789309100.8458,elite,7520.7317584081,1789141812.4436,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789138560,1789309181.8195,7362,socks5,45.74.31.30:7362,True,7753.8886070251,684,1627,29.597576806577,45.74.31.30
True,1789309116.6183,anonymous,1109.1077043289,1787937123.6417,AS32489 Amanah Tech Inc.,AMANAHA-NEW,Toronto,North America,,Canada,CA,Old Toronto,True,Amanah Tech Inc.,43.6455,-79.3839,False,Amanah Tech Inc,True,Ontario,success,America/Toronto,M5A,1789145316,1789309181.8194,3118,http,184.75.221.82:3118,True,1233.5519790649,21866,1126,95.102644398051,184.75.221.82
True,1789309181.7749,elite,8990.6287612714,1721421326.0817,AS396982 Google LLC,GOOGLE-CLOUD-PLATFORM,Singapore,Asia,AS,Singapore,SG,Kallang,True,Google LLC,1.3048,103.8622,False,Google Cloud (asia-southeast1),True,Central Singapore,success,Asia/Singapore,190464,1788735494,1789309181.7749,8080,socks4,34.124.190.108:8080,True,14471.71664238,801590,816729,49.53226156277,34.124.190.108
True,1789308971.4781,elite,1251.4947998401,1781904981.1137,AS35598 INETCOM CARRIER LLC,INETCOM,Moscow,Europe,EU,Russia,RU,,False,Inetcom Carrier LLC,55.7487,37.6187,False,Inetcom LLC,True,Moscow,success,Europe/Moscow,101000,1789161042,1789309181.7437,8090,http,176.99.134.183:8090,False,385.10298728943,112010,9301,92.332929412831,176.99.134.183
True,1789309104.2853,elite,3811.9754722765,1784124984.3638,AS36352 HostPapa,AS-COLOCROSSING,Buffalo,North America,,United States,US,,True,HostPapa,42.8864,-78.8784,False,ColoCrossing,True,New York,success,America/New_York,14205,1788962467,1789309181.7319,40000,socks5,107.173.230.93:40000,True,4237.4784946442,68990,63647,52.014143866342,107.173.230.93
True,1789309181.7064,elite,973.06278190064,1782831171.7818,AS208762 OOO Kurier,ASCHIN,Kursk,Europe,EU,Russia,RU,,False,OOO Kurier,51.7226,36.1844,False,OOO Kurier,True,Kursk Oblast,success,Europe/Moscow,305000,1788969846,1789309181.7064,1080,socks5,45.84.13.153:1080,True,540.96555709839,25390,59097,30.051960656669,45.84.13.153
True,1789309181.6466,transparent,5821.2272727276,1778925404.2701,"AS273217 ACOLME TECH, SRL","ACOLME TECH, SRL",Santo Domingo Este,North America,,Dominican Republic,DO,,False,Cogent Communications,18.4842,-69.8466,False,Alcome Tech SRL,True,Santo Domingo Province,success,America/Santo_Domingo,11605,1789208941,1789309181.6466,999,http,38.75.82.215:999,False,4501.0993480682,21876,70859,23.589798889308,38.75.82.215
True,1789309181.6324,transparent,6151.4924641176,1787826794.2256,AS5087 Lanka Communication Services,LANKA-COM,Colombo,Asia,AS,Sri Lanka,LK,Colombo Division,False,Lanka Communication Services (Pvt) Ltd.,6.91301,79.8547,False,Lanka Communication Services (Pvt) Ltd,True,Western Province,success,Asia/Colombo,00100,1789034100,1789309181.6324,2525,http,116.12.85.67:2525,False,6490.9515380859,3594,8188,30.504158886437,116.12.85.67
True,1789309181.6122,elite,7597.2185783779,1789220987.9018,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789219506,1789309181.6122,19076,socks5,45.74.31.42:19076,True,13689.282417297,487,797,37.928348909657,45.74.31.42
True,1789309181.6089,elite,5143.0490964498,1789274308.5416,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789270551,1789309181.6089,4854,socks5,45.74.31.30:4854,True,4187.1225833893,234,280,45.525291828794,45.74.31.30
True,1789309181.5621,elite,8843.5328932615,1787337704.1421,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789166428,1789309181.5621,8888,socks5,45.74.31.30:8888,True,6473.3753204346,1716,10816,13.692946058091,45.74.31.30
True,1789309082.2424,elite,8994.7766950054,1789254798.2564,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789252513,1789309181.5522,11769,socks5,45.74.31.30:11769,True,5647.9029655457,31,402,7.1593533487298,45.74.31.30
True,1789309181.5329,elite,7671.8323987914,1788086042.6051,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789294446,1789309181.5329,7644,socks5,45.74.31.30:7644,True,10517.31801033,2646,10600,19.975841763551,45.74.31.30
True,1789308986.7196,elite,2305.1662577523,1789307343.0914,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,Hetzner,False,Saxony,success,Europe/Berlin,08223,1789307344,1789309181.5244,19071,socks5,138.201.249.222:19071,True,18807.541847229,18,9,66.666666666667,138.201.249.222
True,1789309181.5127,transparent,5735.6464178226,1775816261.0281,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Manbij,Asia,AS,Syria,SY,,False,High Speed For Internet Services L.L.C,36.5281,37.9549,False,,True,Aleppo Governorate,success,Asia/Damascus,,1789123574,1789309181.5127,8080,http,89.43.135.9:8080,True,987.4119758606,26637,93637,22.14693117382,89.43.135.9
True,1789309181.4903,elite,6525.837688219,1789240395.7428,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789238002,1789309181.4903,6543,socks5,45.74.31.30:6543,True,10001.839876175,42,501,7.7348066298343,45.74.31.30
True,1789309181.4488,elite,7649.0042332044,1788967603.4961,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788963971,1789309181.4488,5083,socks5,45.74.31.42:5083,True,7253.9567947388,2007,3801,34.555785123967,45.74.31.42
True,1789309110.4106,elite,5963.0096466665,1789168953.588,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789165852,1789309181.4469,14925,socks5,45.74.31.42:14925,True,5479.4263839722,1042,1006,50.87890625,45.74.31.42
True,1789308810.9669,elite,2575.5460764281,1776079416.214,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Roanoke,North America,,United States,US,,False,Cox Communications Inc.,37.2681,-79.9404,False,Cox Communications Inc.,True,Virginia,success,America/New_York,24023,1788780524,1789309181.3983,15303,socks5,184.178.172.5:15303,True,1050.3530502319,166195,65855,71.62034044387,184.178.172.5
True,1789302103.1748,transparent,720.63785887845,1786793402.7487,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Montelíbano,South America,SA,Colombia,CO,,False,Ufinet Panama S.A.,7.97917,-75.4202,False,UFINET,True,Departamento de Córdoba,success,America/Bogota,234001,1789211360,1789309181.3541,999,http,181.78.74.253:999,True,636.34157180786,21631,6450,77.030732523771,181.78.74.253
True,1789309121.3215,elite,4166.7039503345,1780915855.4955,AS53755 Input Output Flood LLC,IOFLOOD,Phoenix,North America,,United States,US,Southbank,True,Input Output Flood LLC,33.416,-112.009,False,Input Output Flood LLC,True,Arizona,success,America/Phoenix,85034,1788781296,1789309181.343,5070,socks5,104.161.23.122:5070,True,3929.2147159576,4377,21420,16.967089196418,104.161.23.122
True,1789305566.5164,elite,3163.1899446271,1782956850.4679,AS14956 RouterHosting LLC,ROUTERHOSTING,Las Vegas,North America,,United States,US,,True,RouterHosting LLC,36.102,-115.1447,False,FranTech Solutions,True,Nevada,success,America/Los_Angeles,89119,1789005457,1789309181.3044,9050,socks5,45.61.129.165:9050,True,1808.3972930908,116395,35381,76.68867278094,45.61.129.165
True,1789308924.5481,elite,7157.3107429529,1787795013.2504,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789004255,1789309181.2809,6985,socks5,45.74.31.30:6985,True,3575.9491920471,1863,9857,15.89590443686,45.74.31.30
True,1789309103.9776,elite,2304.081019762,1783731464.234,AS9125 Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun,ORIONTELEKOM-AS,Belgrade,Europe,EU,Serbia,RS,,False,Orion Telekom Network,44.8046,20.4637,False,,True,Belgrade,success,Europe/Belgrade,11000,1789172288,1789309181.1778,1080,socks4,95.140.118.34:1080,True,1530.7211875916,97161,146897,39.810618787337,95.140.118.34
True,1789266484.8832,elite,1202.0176881707,1776078375.3703,AS46562 Performive LLC,PERFORMIVE,Los Angeles,North America,,United States,US,,True,Total server solutions LLC,34.0544,-118.244,False,Total Server Solutions L.L.C,True,California,success,America/Los_Angeles,90060,1788976927,1789309181.1248,4145,socks5,199.187.210.54:4145,True,1005.0413608551,84935,74479,53.279511209806,199.187.210.54
True,1789309181.1122,elite,11918.030490494,1776086262.5961,AS133119 China Unicom IP network,UNICOM-CN,Chaowai,Asia,AS,China,CN,Chaoyang,True,China Unicom IP network,39.9715,116.49,False,21ViaNet,True,Beijing,success,Asia/Shanghai,,1788706866,1789309181.1122,44106,socks5,120.133.82.62:44106,True,12691.289901733,1875,83103,2.2064534350067,120.133.82.62
True,1789309181.0902,elite,2773.7113945887,1776081717.3158,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Roanoke,North America,,United States,US,,False,Cox Communications Inc.,37.3441,-79.8974,False,Cox Communications Inc,True,Virginia,success,America/New_York,24019,1788780063,1789309181.0902,4145,socks5,98.191.0.37:4145,True,1048.5298633575,132778,74614,64.022720259219,98.191.0.37
True,1789309180.902,elite,5495.1280720772,1789245838.3523,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789245381,1789309180.902,19307,socks5,45.74.31.42:19307,True,8678.8265705109,372,453,45.090909090909,45.74.31.42
True,1789308986.7529,elite,3180.6078028211,1765045855.6162,AS329407 Universite Cheikh Anta DIOP de DAKAR,UCAD1,Dakar,Africa,AF,Senegal,SN,Fann-Point E-Amitié,False,Universite Cheikh Anta DIOP de DAKAR,14.6911,-17.4706,False,ENSUT-LPA,True,Dakar,success,Africa/Dakar,,1789240622,1789309180.7649,80,http,196.1.97.198:80,False,1872.9419708252,277567,149195,65.040233197895,196.1.97.198
True,1789309139.542,elite,3899.6227049853,1776086184.9702,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,COGETEL Co,11.5583,104.9121,False,,True,Phnom Penh,success,Asia/Phnom_Penh,,1788796221,1789309180.6562,1080,socks5,43.230.192.242:1080,True,8540.075302124,32322,52785,37.978074658959,43.230.192.242
True,1789309064.7957,elite,9485.4968402178,1786330523.6802,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCLOUD-HK-AS-AP,Hong Kong,Asia,AS,Hong Kong,HK,,True,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,22.3193,114.169,False,Ucloud Information Technology (hk) Limited,True,Kowloon,success,Asia/Hong_Kong,999077,1788748669,1789309180.5738,10808,socks4,165.154.20.187:10808,True,4804.4466972351,177789,40975,81.269770163281,165.154.20.187
True,1789309180.4591,elite,15580.271006123,1783868459.5749,AS215590 DpkgSoft International Limited,XORA-AS,Amsterdam,Europe,EU,The Netherlands,NL,,True,DpkgSoft International Limited,52.3716,4.8883,False,Xorek.Cloud Amsterdam,True,North Holland,success,Europe/Amsterdam,1012,1788705983,1789309180.4591,11064,socks5,77.239.108.222:11064,True,18697.240829468,1942,56813,3.3052506169688,77.239.108.222
True,1789309180.4384,elite,5962.980855245,1778949284.4347,AS29182 JSC IOT,RU-JSCIOT,Bromley,Europe,EU,United Kingdom,GB,,False,JSC IOT,51.4048,0.0098,False,JSCIOT,True,England,success,Europe/London,BR1,1789229171,1789309180.4384,1080,socks4,91.107.122.209:1080,True,2325.9143829346,109844,281887,28.040670766419,91.107.122.209
True,1789308795.1009,transparent,6656.8480717582,1750609218.877,AS45899 VNPT Corp,VNPT-AS-VN,Lao Cai,Asia,AS,Vietnam,VN,,False,VNPT,22.4766,103.98,False,,True,Lao Cai,success,Asia/Bangkok,,1789157718,1789309180.4284,3128,http,113.176.92.71:3128,True,678.34305763245,95390,55407,63.257226602651,113.176.92.71
True,1789309180.4161,transparent,7128.4923150239,1710575666.4963,AS262186 TV AZTECA SUCURSAL COLOMBIA,TV AZTECA SUCURSAL COLOMBIA,Quibdó,South America,SA,Colombia,CO,,False,TV AZTECA SUCURSAL COLOMBIA,5.6924,-76.6623,False,Centro Soluciones Servicios Rapidhardwar,True,Departamento del Chocó,success,America/Bogota,270001,1788793722,1789309180.4161,999,http,191.102.107.238:999,False,6339.8873806,24943,621198,3.8603029369751,191.102.107.238
True,1789308680.7651,elite,7981.4052756544,1789204010.4702,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789201603,1789309180.4112,5990,socks5,45.74.31.30:5990,True,3559.2291355133,573,806,41.551849166062,45.74.31.30
True,1789309180.4044,elite,5795.1944407349,1788162795.1115,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788917951,1789309180.4044,4347,socks5,45.74.31.42:4347,True,4018.6080932617,3095,5535,35.863267670915,45.74.31.42
True,1789309180.3735,transparent,5777.5847383632,1784970729.6232,AS271965 ORBITEK SRL,ORBITEK SRL,Santo Domingo Este,North America,,Dominican Republic,DO,,False,Orbitek SRL,18.4842,-69.8466,False,Orbitek SRL,True,Santo Domingo Province,success,America/Santo_Domingo,11605,1789204325,1789309180.3735,999,http,38.159.37.213:999,False,6901.6997814178,6721,28646,19.003590918087,38.159.37.213
True,1789309180.1881,elite,5682.8084684187,1789290615.1159,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789287770,1789309180.1881,10755,socks5,45.74.31.50:10755,True,8282.1922302246,93,126,42.465753424658,45.74.31.50
True,1789309180.1441,elite,7693.7425481192,1789187355.5808,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789183986,1789309180.1441,9120,socks5,45.74.31.30:9120,True,8986.7007732391,761,1056,41.882223445239,45.74.31.30
True,1789309180.1243,elite,7629.2017001861,1787506595.134,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788714044,1789309180.1243,40895,socks5,45.74.31.30:40895,True,9517.3652172089,2963,13185,18.349021550656,45.74.31.30
True,1789309180.1184,elite,5574.7675796465,1789167933.9203,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1789165852,1789309180.1184,13247,socks5,45.74.31.42:13247,True,2036.3109111786,866,1067,44.800827728919,45.74.31.42
True,1789282989.5503,transparent,1032.907063645,1786813761.4295,AS263703 VIGINET C.A,VIGINET C.A,San Carlos del Zulia,South America,SA,Venezuela,VE,,False,Viginet C.A,9.00098,-71.9268,False,,True,Zulia,success,America/Caracas,,1789230317,1789309180.0872,999,http,190.97.236.129:999,True,1523.3774185181,37424,1421,96.341871540739,190.97.236.129
