alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1788708821.7288,elite,1106.0538791724,1788633940.795,"AS40021 Contabo Inc.",CONTABO-40021,"St Louis","North America",NA,"United States",US,,true,"7Global Ltd",38.6364,-90.1985,false,"7 Global Systems Ltd",false,Missouri,success,America/Chicago,63101,1788633087,1788718956.7149,3129,http,217.77.2.242:3129,true,685.39595603943,1644,3,99.817850637523,217.77.2.242
true,1788718956.6822,elite,2530.4825352394,1776079506.0078,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2681,-79.9404,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1788175231,1788718956.6822,4145,socks5,184.178.172.14:4145,true,1950.1113891602,154407,59744,72.101928078786,184.178.172.14
true,1788718801.9397,elite,9050.9005864648,1787736728.295,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Chuncheon,Asia,AS,"South Korea",KR,,true,"Oracle Corporation",37.8897,127.736,false,"Oracle Cloud Infrastructure (ap-chuncheon-1)",true,Gangwon-do,success,Asia/Seoul,24329,1788338953,1788718956.6759,8008,http,152.67.221.233:8008,true,11489.587306976,4267,5209,45.02954833263,152.67.221.233
true,1788718956.5445,elite,3842.767289,1776079698.6703,"AS147096 PT Jaya Sejahtra Nugraha",IDNIC-STRONGNET-AS-ID,Sumedang,Asia,AS,Indonesia,ID,,false,"PT Jaya Sejahtra Nugraha",-6.7778,107.8993,false,,true,"West Java",success,Asia/Jakarta,45364,1788428539,1788718956.5445,8199,socks5,103.174.122.197:8199,true,5524.0805149078,80621,84270,48.893511471214,103.174.122.197
true,1788718956.5361,elite,11011.023448861,1788708089.5074,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,InternetXS,true,Arizona,success,America/Phoenix,85001,1788707324,1788718956.5361,31357,socks5,174.138.162.37:31357,true,11469.061374664,23,143,13.855421686747,174.138.162.37
true,1788718956.4671,elite,325.15009028089,1788586160.9604,"AS140641 YOTTA NETWORK SERVICES PRIVATE LIMITED",YOTTA,Mumbai,Asia,AS,India,IN,,false,"Real Time Data Services Private Limited",19.0748,72.8856,false,"Real Time Data Services Private Limited",false,Maharashtra,success,Asia/Kolkata,410206,1788585084,1788718956.4671,8080,http,45.194.41.51:8080,true,273.68664741516,919,527,63.554633471646,45.194.41.51
true,1788718911.669,elite,2665.5456113618,1776078047.2772,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Tulsa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",36.0496,-95.8858,false,"Cox Communications",true,Oklahoma,success,America/Chicago,74133,1788177142,1788718956.452,10919,socks5,98.178.72.21:10919,true,2027.9176235199,130054,68605,65.465949189314,98.178.72.21
true,1788718956.408,elite,4164.0576529049,1787563874.1693,"AS262996 MEGAMINAS TELECOMUNICACOES LTDA","MEGAMINAS TELECOMUNICACOES LTDA",Capitólio,"South America",SA,Brazil,BR,,false,"Minas Telecomunicacoes E Informatica Ltda ME",-20.5923,-46.1572,false,"Megaminas Telecomunicacoes Ltda",false,"Minas Gerais",success,America/Sao_Paulo,37930,1788167543,1788718956.408,7080,socks5,186.219.210.17:7080,true,2316.8733119965,5090,16922,23.123750681446,186.219.210.17
true,1788718544.4616,elite,2145.8234389991,1776078274.1852,"AS60404 Liteserver",Liteserver,Dronten,Europe,EU,"The Netherlands",NL,,true,"The Infrastructure Group B.V.",52.5378,5.6966,false,TIG,true,Flevoland,success,Europe/Amsterdam,8253,1788587908,1788718956.3463,1080,socks5,5.255.99.75:1080,true,3140.6733989716,151042,36202,80.665869133323,5.255.99.75
true,1788718881.4801,elite,3974.4763421684,1786300720.9587,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"DigitalOcean, LLC",52.352,4.9392,false,"DigitalOcean, LLC",true,"North Holland",success,Europe/Amsterdam,1098,1788716461,1788718956.3306,1082,socks5,161.35.90.93:1082,true,1617.1832084656,80995,18570,81.348867573947,161.35.90.93
true,1788718902.8079,elite,2731.5038234573,1776081717.3158,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Mesa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.3429,-111.6347,false,"Cox Communications Inc",true,Arizona,success,America/Phoenix,85212,1788175242,1788718956.2974,4145,socks5,98.191.0.37:4145,true,8129.998922348,123796,67923,64.571586540718,98.191.0.37
true,1788717879.5236,elite,1225.9388903496,1783488066.3223,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Jinan,Asia,AS,China,CN,,false,"CNC Group CHINA169 Shandong Province Network",36.6518,117.12,false,,true,Shandong,success,Asia/Shanghai,250000,1788325927,1788718956.2758,17981,http,119.188.131.55:17981,true,902.46105194092,67199,10006,87.039699501328,119.188.131.55
true,1788718945.5321,elite,8908.0947378931,1782958330.3091,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Santa Clara","North America",NA,"United States",US,,true,"DigitalOcean, LLC",37.3486,-121.9732,false,"Digital Ocean",true,California,success,America/Los_Angeles,95051,1788399113,1788718956.2362,61616,socks5,142.93.21.46:61616,true,5449.9878883362,31967,66967,32.311439949866,142.93.21.46
true,1788718940.8161,elite,2591.9303074909,1696984547.9976,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788508009,1788718956.222,4145,socks4,98.188.47.132:4145,true,3811.6638660431,603492,986611,37.953013106698,98.188.47.132
true,1788718906.8206,elite,9401.3951165336,1788589366.8888,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,"Secured Servers LLC",true,Arizona,success,America/Phoenix,85001,1788621250,1788718956.1991,33689,socks5,174.138.165.204:33689,true,10607.58638382,35,938,3.5971223021583,174.138.165.204
true,1788718956.1869,elite,3219.7198557399,1776081358.1851,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Dallas,"North America",NA,"United States",US,,false,"Cox Communications Inc.",32.9993,-96.8346,false,"Cox Communications",true,Texas,success,America/Chicago,75287,1788174533,1788718956.1869,4145,socks4,72.207.109.5:4145,true,1832.8051567078,400902,275614,59.259795777188,72.207.109.5
true,1788718956.149,elite,3848.6170882743,1776081223.8882,"AS52898 Multipla Serviços Inteligentes","Multipla Serviços Inteligentes",Piraí,"South America",SA,Brazil,BR,,false,"Multipla Serviços Inteligentes",-22.667,-43.895,false,"Multipla Serviços Inteligentes",true,"Rio de Janeiro",success,America/Sao_Paulo,27175,1788174567,1788718956.149,4145,socks4,168.227.158.53:4145,true,1948.1976032257,21398,320520,6.2582256564439,168.227.158.53
true,1788718199.2544,elite,4798.9251017102,1780575001.3051,"AS38623 ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.",VIETTELCAMBODIA-AS-AP,"Phnom Penh",Asia,AS,Cambodia,KH,,false,BUCT,11.5563,104.9282,true,"VIETTEL (CAMBODIA) PTE., LTD",true,"Phnom Penh",success,Asia/Phnom_Penh,1000,1788434883,1788718956.0755,1080,socks5,220.158.232.118:1080,true,6309.9598884583,256047,3031,98.830082060229,220.158.232.118
true,1788718955.9932,transparent,6257.9465084983,1784996626.8262,"AS13489 UNE EPM TELECOMUNICACIONES S.A.","UNE EPM TELECOMUNICACIONES S.A.",Medellín,"South America",SA,Colombia,CO,,false,"EPM Telecomunicaciones S.A. E.S.P.",6.2529,-75.5646,false,"EPM Telecomunicaciones S.A. E.S.P",true,Antioquia,success,America/Bogota,050001,1788622953,1788718955.9932,999,http,181.129.97.34:999,false,5993.0574893951,7655,23805,24.332485696122,181.129.97.34
true,1788718927.9612,elite,1445.4166890871,1778642078.9336,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,false,"Alibaba.com LLC",true,"North West",success,Asia/Singapore,858877,1788317670,1788718955.8808,1080,socks5,43.106.60.21:1080,true,1193.6995983124,63868,79740,44.473845468219,43.106.60.21
true,1788690027.3266,elite,2239.9484543906,1788416435.5993,"AS20081 NET2ATLANTA.COM LLC",NET2ATLANTA,Simpsonville,"North America",NA,"United States",US,,false,"NET2ATLANTA.COM LLC",34.7518,-82.2556,false,"NET2ATLANTA.COM LLC",false,"South Carolina",success,America/New_York,29681,1788415932,1788718955.828,4145,socks5,216.105.143.146:4145,true,908.18953514099,15030,22,99.85384002126,216.105.143.146
true,1788705749.6698,elite,786.87902849908,1786440415.7358,"AS20473 The Constant Company, LLC",AS-VULTR,Miami,"North America",NA,"United States",US,,true,"The Constant Company",25.8119,-80.2318,false,"Vultr Holdings, LLC",true,Florida,success,America/New_York,33142,1788625701,1788718955.7767,1088,socks5,45.32.160.61:1088,true,717.99349784851,11270,39,99.655141922363,45.32.160.61
true,1788718955.7611,elite,2930.9711336462,1780225738.6778,"AS50648 PE UAinet",UAINET-AS,Liuboml,Europe,EU,Ukraine,UA,,false,"PE UAinet",51.229,24.0337,false,"PE UAinet",true,Volyn,success,Europe/Kyiv,44300,1788689829,1788718955.7611,5678,socks4,95.182.78.14:5678,true,203.6452293396,18627,233183,7.3972439537747,95.182.78.14
true,1788718955.7423,elite,11443.488875415,1776088064.9031,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Seoul,Asia,AS,"South Korea",KR,,true,"Oracle Corporation",37.5985,126.9783,false,"Oracle Cloud Infrastructure (ap-seoul-1)",true,Seoul,success,Asia/Seoul,02878,1788182033,1788718955.7423,14785,socks4,146.56.191.98:14785,true,13501.152515411,89078,321294,21.706646652306,146.56.191.98
true,1788718177.3129,transparent,2296.4375263417,1783526527.5384,"AS29124 Iskratelecom JSC",ISKRATELECOM-AS,Obruchevo,Europe,EU,Russia,RU,,false,"Iskratelecom JSC",55.6591,37.5229,false,"GC BB",true,Moscow,success,Europe/Moscow,,1788362757,1788718955.6758,8080,http,46.39.252.111:8080,false,3250.6420612335,55937,17172,76.511783774911,46.39.252.111
true,1788718955.5762,elite,11177.053933342,1780958996.9752,"AS31272 WildPark Co",WILDPARK-AS,Mykolayiv,Europe,EU,Ukraine,UA,,false,"WildPark Co",46.9674,32.0037,false,"WildPark Co",false,Mykolaiv,success,Europe/Kyiv,54029,1788214522,1788718955.5762,9050,socks5,217.77.223.2:9050,true,14913.668632507,26087,80361,24.506801442958,217.77.223.2
true,1788718213.0227,elite,7277.538685839,1786785818.4867,"AS132165 Connect Communications",CONNECT-AS-AP,"Tando Adam",Asia,AS,Pakistan,PK,,false,"Connect Communication",25.8943,68.5247,false,WANGSU,true,Sindh,success,Asia/Karachi,68050,1788596724,1788718955.3067,10934,socks5,111.119.162.248:10934,true,9146.096944809,16187,23377,40.913456677788,111.119.162.248
true,1788718822.4487,elite,7786.8225109376,1777717401.1058,"AS12714 PJSC MegaFon",MEGAFON-AS,Moscow,Europe,EU,Russia,RU,"Tsentralnyy administrativnyy okrug",false,"Net By Net Holding LLC",55.7726,37.6027,false,"Net By Net Holding LLC",true,Moscow,success,Europe/Moscow,144700,1788516435,1788718955.3048,4444,socks5,176.192.41.172:4444,true,3409.1970920563,31391,51476,37.881183100631,176.192.41.172
true,1788718289.8358,elite,3487.5192961782,1776081471.9589,"AS60404 Liteserver",Liteserver,Dronten,Europe,EU,"The Netherlands",NL,,true,"The Infrastructure Group B.V.",52.5378,5.6966,false,TIG,true,Flevoland,success,Europe/Amsterdam,8253,1788498393,1788718955.2996,1080,socks5,5.255.117.250:1080,true,103.78122329712,158631,35563,81.6868698312,5.255.117.250
true,1788718828.8485,elite,4176.1597223664,1776081592.8174,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co., Ltd",11.5583,104.9121,false,"Cogetel Ltd",true,"Phnom Penh",success,Asia/Phnom_Penh,,1788435653,1788718955.1633,1080,socks5,202.62.42.167:1080,true,4359.1685295105,69519,88718,43.933466888275,202.62.42.167
true,1788435730.5441,elite,260.03928226845,1788400177.7123,"AS208286 Max tv SH. P. K",MAXTV,Srbica,Europe,EU,Kosovo,XK,,true,"Max tv SH. P. K",42.7467,20.7886,false,"Max tv SH. P. K",false,Mitrovica,success,Europe/Belgrade,,1788398587,1788718955.1126,1080,socks5,185.222.138.237:1080,true,221.6899394989,15884,1,99.993704752912,185.222.138.237
true,1788718955.0408,transparent,5848.9467318082,1760438101.7014,"AS269931 WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L","WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L","Mejía de Navarrete","North America",NA,"Dominican Republic",DO,,false,"WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L",19.5701,-70.8812,false,"WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L",true,"Santiago Province",success,America/Santo_Domingo,,1788266489,1788718955.0408,999,http,200.125.170.221:999,false,4378.3779144287,22175,335533,6.1991904011093,200.125.170.221
true,1788718955.0178,elite,6195.5858804694,1783531101.9654,"AS206170 Yelles AB",Inleed,Stockholm,Europe,EU,Sweden,SE,,false,"Yelles AB",59.3287,18.0717,false,"Yelles AB",true,"Stockholm County",success,Europe/Stockholm,"100 04",1788369003,1788718955.0178,8001,http,194.14.207.87:8001,false,6208.9247703552,40901,23292,63.715669932859,194.14.207.87
true,1788718954.9973,elite,2622.1821615013,1696968113.9701,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788135166,1788718954.9973,4145,socks4,98.188.47.150:4145,true,8043.4255599976,594450,890336,40.036072538399,98.188.47.150
true,1788718954.9609,elite,2592.7899253327,1710540232.2685,"AS42673 Skyware Sp. z o.o.",SKYWARE-AS,Rzeszów,Europe,EU,Poland,PL,,false,"Skyware Sp. z o.o.",50.0439,21.9587,false,"Skyware Sp. z o.o",true,Subcarpathia,success,Europe/Warsaw,35-505,1788583508,1788718954.9609,60647,socks4,91.150.189.122:60647,true,1210.8430862427,360060,996740,26.537441037736,91.150.189.122
true,1788718025.9496,elite,1377.1695608871,1785663598.8458,"AS210976 Timeweb, LLP",TWC-EU,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Timeweb, LLP",52.3676,4.90414,false,"JSC ""TIMEWEB""",true,"North Holland",success,Europe/Amsterdam,1012,1788169821,1788718954.8883,1080,socks5,147.45.234.180:1080,true,65.248012542725,1529,3437,30.789367700362,147.45.234.180
true,1788715277.5824,elite,3117.3637887037,1776082008.4585,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Tokyo,Asia,AS,Japan,JP,,false,"BrainStorm Network",35.6893,139.6899,false,Oneprovider.com,true,Tokyo,success,Asia/Tokyo,102-0082,1788177495,1788718954.7719,1080,socks5,103.75.118.84:1080,true,1379.8990249634,209010,15382,93.145031908446,103.75.118.84
true,1788718660.2303,elite,3314.9154757876,1788588940.955,"AS36352 HostPapa",AS-COLOCROSSING,Marietta,"North America",NA,"United States",US,,true,HostPapa,33.9521,-84.5475,false,"RackNerd LLC",false,Georgia,success,America/New_York,30006,1788587367,1788718954.6851,80,http,23.95.91.167:80,false,288.07210922241,2148,171,92.626131953428,23.95.91.167
true,1788718896.7762,elite,1879.3299386522,1784394205.9206,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Labinot-Fushë,Europe,EU,Albania,AL,,false,"Global Connectivity Solutions LLP",41.1533,20.1683,false,"Global Connectivity Solutions LLP",true,"Elbasan County",success,Europe/Tirane,,1788625315,1788718954.6249,1082,socks5,147.45.221.111:1082,true,1101.5825271606,71729,50789,58.545683083302,147.45.221.111
true,1788718954.5071,transparent,5673.5058477615,1766104848.3467,"AS131717 PT Citra Jelajah Informatika",IDNIC-CIFO-AS-ID,Banjar,Asia,AS,Indonesia,ID,,false,"PT Citra Jelajah Informatika",-7.1955,107.431,false,"PT.Cipta Data Media",true,"West Java",success,Asia/Jakarta,,1788171550,1788718954.5071,8080,http,103.110.11.218:8080,false,7364.0143871307,9551,31156,23.462795096666,103.110.11.218
true,1788718954.472,transparent,6928.2512699939,1746049651.0673,"AS149360 PT Indo Telemedia Solusi",IDNIC-INTELMEDIA-AS-ID,"South Jakarta",Asia,AS,Indonesia,ID,,false,"PT Indo Telemedia Solusi",-6.2574,106.8453,false,"PT Indo Telemedia Solusi",true,Jakarta,success,Asia/Jakarta,12760,1788172741,1788718954.472,8080,http,103.180.123.47:8080,false,6091.0036563873,34939,215226,13.966382187756,103.180.123.47
true,1788718878.1439,elite,9102.1117020974,1786329346.5301,"AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",UCLOUD-HK-AS-AP,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",22.3193,114.169,false,"Ucloud Information Technology (hk) Limited",true,Kowloon,success,Asia/Hong_Kong,999077,1788143639,1788718954.4461,10808,socks5,165.154.20.187:10808,true,7214.7192955017,85279,18710,82.007712354191,165.154.20.187
true,1788718954.4333,elite,8846.2433998993,1786329239.6605,"AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",UCLOUD-HK-AS-AP,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED",22.3193,114.169,false,"Ucloud Information Technology (hk) Limited",true,Kowloon,success,Asia/Hong_Kong,999077,1788142414,1788718954.4333,10808,http,165.154.20.187:10808,true,10684.026956558,19526,11399,63.139854486661,165.154.20.187
true,1788718954.3607,elite,2821.6443368367,1777726522.5241,"AS17858 LG POWERCOMM",POWERVIS-AS-KR,Gwangju,Asia,AS,"South Korea",KR,,false,"LG POWERCOMM",37.3661,127.2255,false,"LG POWERCOMM",true,Gyeonggi-do,success,Asia/Seoul,127,1788264615,1788718954.3607,1080,socks5,49.167.236.96:1080,true,1849.9672412872,6301,73690,7.87713617782,49.167.236.96
true,1788718731.9268,elite,10336.410392414,1788718731.9268,"AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C",TR_Arvancloud,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Arvancloud Global Technologies L.L.C",50.1109,8.68213,false,"Arvancloud Global Technologies L.L.C",true,Hesse,success,Europe/Berlin,60313,1788715912,1788718954.3109,1136,socks5,185.204.170.179:1136,true,3420.5176830292,11,0,100,185.204.170.179
true,1788718948.7454,elite,10223.003854217,1786393603.7448,"AS59615 SIA Serverum",SERVERUM-AS,"St Petersburg",Europe,EU,Russia,RU,,true,"SIA Serverum",59.9311,30.3609,false,"SIA Serverum",false,St.-Petersburg,success,Europe/Moscow,,1788205633,1788718954.2625,9050,socks5,192.144.37.69:9050,true,17683.400630951,16787,39166,30.001965935696,192.144.37.69
true,1788718928.5495,elite,136.62376420243,1786540594.6125,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Paris,Europe,EU,France,FR,,false,"Global Connectivity Solutions LLP",48.8558,2.3494,false,"Global Connectivity Solutions LLP",true,Île-de-France,success,Europe/Paris,75001,1788351654,1788718954.0281,1082,socks5,62.133.62.27:1082,true,64.886569976807,26994,29597,47.700164337085,62.133.62.27
true,1788718954.0251,elite,6546.6820510524,1776514526.6453,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Minkler,"North America",NA,"United States",US,,true,"Alibaba Cloud LLC",36.7783,-119.418,false,"Alibaba Cloud - US",true,California,success,America/Los_Angeles,,1788608182,1788718954.0251,202,socks4,47.251.74.38:202,true,11398.014068604,2590,274566,0.93449176636984,47.251.74.38
true,1788718954.0212,elite,10272.296279608,1788600693.8608,"AS215391 CAFER ESER",HOSTABIL,Yildirim,Asia,AS,Turkey,TR,,true,"Cafer Eser",40.1869,29.1537,false,"Hostabil Bilisim Teknolojileri",false,"Bursa Province",success,Europe/Istanbul,16350,1788599085,1788718954.0212,9052,socks5,104.239.83.248:9052,true,8080.2292823792,1492,1442,50.852079072938,104.239.83.248
true,1788718857.6039,elite,9767.6867498737,1786786110.3474,"AS132165 Connect Communications",CONNECT-AS-AP,"Tando Adam",Asia,AS,Pakistan,PK,,false,"Connect Communication",25.8943,68.5247,false,WANGSU,true,Sindh,success,Asia/Karachi,68050,1788596860,1788718954.0036,10922,socks5,111.119.162.248:10922,true,4293.7488555908,25513,22937,52.658410732714,111.119.162.248
true,1788718953.9568,transparent,6717.1965679976,1787586353.4263,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,"Quezon City",Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.6263,121.0399,false,,false,"Metro Manila",success,Asia/Manila,1103,1788190543,1788718953.9568,8082,http,112.203.207.131:8082,false,7254.2252540588,1597,6837,18.935262034622,112.203.207.131
true,1788718953.9397,elite,5539.9953204102,1787866640.852,"AS200019 ALEXHOST SRL",AlexHost,Stockholm,Europe,EU,Sweden,SE,,true,"Alexhost SRL",59.3287,18.0717,false,,true,"Stockholm County",success,Europe/Stockholm,"100 04",1788467930,1788718953.9397,1080,socks4,143.246.197.187:1080,true,8746.8409538269,13890,25524,35.241284822652,143.246.197.187
true,1788718953.9144,elite,2132.6261145446,1784775556.6993,"AS210644 AEZA GROUP LLC",AEZA-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Aeza International LTD",52.3716,4.8883,false,"Aeza Group LLC",true,"North Holland",success,Europe/Amsterdam,1012,1788403409,1788718953.9144,1080,socks5,79.137.196.250:1080,true,59.877157211304,21286,61676,25.657529953473,79.137.196.250
true,1788718712.1222,elite,5666.5048149946,1765114395.3549,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Chuncheon,Asia,AS,"South Korea",KR,,true,"Oracle Corporation",37.8897,127.736,false,"Oracle Cloud Infrastructure (ap-chuncheon-1)",true,Gangwon-do,success,Asia/Seoul,24329,1788186718,1788718953.8864,80,http,158.179.162.1:80,false,768.4211730957,46240,221955,17.241186450158,158.179.162.1
true,1788666820.029,anonymous,20.421365108287,1788660730.1005,"AS16276 OVH SAS",OVH,"Limburg an der Lahn",Europe,EU,Germany,DE,,true,"OVH SAS",50.3986,8.07958,false,"OVH GmbH",false,Hesse,success,Europe/Berlin,65550,1788660409,1788718953.8285,3128,http,135.125.179.41:3128,false,24.703979492188,1033,23,97.82196969697,135.125.179.41
true,1788718953.8113,elite,3845.6524016138,1710576897.0938,"AS264231 SAGA FIBRA COMUNICACAO LTDA","SAGA FIBRA COMUNICACAO LTDA","São Geraldo do Araguaia","South America",SA,Brazil,BR,,false,"RG.COM - INFORMATICA & COMUNICACAO LTDA - ME",-6.2103,-48.7159,false,"Saga Fibra Comunicacao Ltda",true,Pará,success,America/Belem,68570,1788349201,1788718953.8113,33633,socks4,190.109.72.17:33633,true,1962.6474380493,82010,838478,8.9094045767028,190.109.72.17
true,1788718953.8106,transparent,6200.3371238734,1710549023.0726,"AS141921 PT Jaringan Keluarga Bersama",IDNIC-ISEVEN-AS-ID,Sepatan,Asia,AS,Indonesia,ID,,false,"PT Jaringan Keluarga Bersama",-6.11889,106.575,false,"PT Jaringan Keluarga Bersama",true,"West Java",success,Asia/Jakarta,,1788169621,1788718953.8106,1111,http,103.165.155.161:1111,false,8123.2216358185,37856,634507,5.6302919702601,103.165.155.161
true,1788718832.1495,transparent,6330.4370822578,1779645549.857,"AS153092 PT Redi Revolusi Digital Solusi",IDNIC-RDS-AS-ID,Sidoarjo,Asia,AS,Indonesia,ID,,false,"PT Redi Revolusi Digital Solusi",-7.4827,112.5902,false,"PT Redi Revolusi Digital Solusi",true,"East Java",success,Asia/Jakarta,61264,1788716852,1788718953.8013,1111,http,103.80.214.243:1111,false,7192.2106742859,19431,61637,23.96876696107,103.80.214.243
true,1788718848.2679,elite,9742.1325289147,1786782097.254,"AS132165 Connect Communications",CONNECT-AS-AP,"Tando Adam",Asia,AS,Pakistan,PK,,false,"Connect Communication",25.8943,68.5247,false,WANGSU,true,Sindh,success,Asia/Karachi,68050,1788595297,1788718953.7858,10903,socks5,111.119.162.248:10903,true,11826.220273972,23148,23830,49.274128315382,111.119.162.248
true,1788718953.771,elite,7876.2453418029,1788552432.3509,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,InternetXS,true,Arizona,success,America/Phoenix,85001,1788550242,1788718953.771,36032,http,174.138.162.37:36032,false,5585.2272510529,114,889,11.365902293121,174.138.162.37
true,1788718446.0084,elite,8011.0811777243,1787616212.6969,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",false,"Grand Est",success,Europe/Paris,67630,1788219190,1788718953.7634,4545,socks4,158.220.99.85:4545,true,12144.906282425,91317,5417,94.40010751132,158.220.99.85
true,1788718782.108,elite,7121.4335056632,1766353976.5653,"AS45577 Intervolve Pty Ltd",INTERVOLVE-MELBOURNE-AS-AP,Melbourne,Oceania,OC,Australia,AU,,true,"Intervolve Pty Ltd",-37.8136,144.963,false,"Intervolve Pty Ltd",true,Victoria,success,Australia/Melbourne,3000,1788207690,1788718953.71,80,http,114.111.151.41:80,false,3582.4379920959,49284,29976,62.1801665405,114.111.151.41
true,1788718881.9102,elite,2701.7364948038,1776079800.5185,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Irvine,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.6846,-117.827,false,"Cox Communications",true,California,success,America/Los_Angeles,92612,1788707850,1788718953.636,27360,socks5,72.195.34.35:27360,true,8219.1407680511,112953,70554,61.552420343638,72.195.34.35
true,1788718814.0994,elite,1138.3286318085,1788512564.3558,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"Alibaba Cloud LLC",22.3193,114.169,false,"Alibaba Cloud - HK",false,Kowloon,success,Asia/Hong_Kong,999077,1788509476,1788718953.6145,1080,socks5,47.76.175.249:1080,true,1612.6148700714,8883,523,94.439719328088,47.76.175.249
true,1788718848.8209,elite,4856.2533464298,1786197034.4756,"AS20473 The Constant Company, LLC",AS-VULTR,"Los Angeles","North America",NA,"United States",US,,true,"The Constant Company",34.0609,-118.2414,false,"Vultr Holdings, LLC",true,California,success,America/Los_Angeles,90012,1788613916,1788718953.6042,8080,socks5,149.248.21.106:8080,true,8862.8666400909,55630,32294,63.270551840226,149.248.21.106
